image,predicted,ground_truth,fire_ratio,confidence,variance,bbox_valid,rejection_dark,rejection_grey,rejection_saturation,rejection_hue,fire_pixels,total_pixels
test_1.jpg,False,False,0.0019270833333333334,0,4.061804877387153e-07,True,16112,0,1379,1672,37,19200
test_10.jpg,False,True,0.07416666666666667,1,0.0005975782182481554,True,15809,153,637,1177,1424,19200
test_100.jpg,False,False,0.00140625,0,0.0005944505479600695,True,14510,40,251,4372,27,19200
test_1000.jpg,False,True,0.0020833333333333333,0,0.0005898796929253473,True,16348,68,31,2713,40,19200
test_1001.jpg,False,True,0.00026041666666666666,0,0.0005892394595676,True,15546,580,45,3024,5,19200
test_1002.jpg,False,False,0.00010416666666666667,0,0.0005889807383219403,True,17965,48,32,1153,2,19200
test_1003.jpg,False,False,0.0,0,0.0005889807383219403,False,15853,32,288,3027,0,19200
test_1004.jpg,False,False,0.0,0,0.0005889807383219403,False,17337,162,7,1694,0,19200
test_1005.jpg,False,True,0.0009895833333333334,0,0.0005909674326578778,True,16919,63,20,2179,19,19200
test_1006.jpg,False,True,0.00036458333333333335,0,5.147298177083334e-07,True,17486,171,32,1504,7,19200
test_1007.jpg,False,False,0.00010416666666666667,0,4.5433044433593754e-07,True,17972,47,33,1146,2,19200
test_1008.jpg,False,True,0.0,0,9.829203287760418e-08,False,17157,166,9,1868,0,19200
test_1009.jpg,False,True,0.008697916666666666,1,7.953516642252603e-06,True,13885,58,85,5005,167,19200
test_101.jpg,False,True,0.004114583333333333,2,8.531188964843749e-06,True,17012,321,205,1583,79,19200
test_1010.jpg,False,False,0.0005208333333333333,1,8.328586154513889e-06,True,17834,211,87,1058,10,19200
test_1011.jpg,False,False,5.208333333333334e-05,0,8.304807874891493e-06,True,18971,0,26,202,1,19200
test_1012.jpg,False,True,0.0033333333333333335,0,8.398267957899308e-06,True,16378,4,1476,1278,64,19200
test_1013.jpg,False,True,0.000625,0,8.289549085828993e-06,True,16506,0,4,2678,12,19200
test_1014.jpg,False,True,0.0,0,8.344819810655383e-06,False,18236,964,0,0,0,19200
test_1015.jpg,False,True,0.015104166666666667,1,2.511083814832899e-05,True,16677,520,162,1551,290,19200
test_1016.jpg,False,False,0.0,0,2.329169379340278e-05,False,17429,97,10,1664,0,19200
test_1017.jpg,False,False,0.04572916666666667,1,0.00022462526957194007,True,15812,0,86,2424,878,19200
test_1018.jpg,False,False,0.0004166666666666667,0,0.00022482566833496094,True,17856,35,229,1072,8,19200
test_1019.jpg,False,False,0.02276041666666667,1,0.00023521147833930126,True,17344,10,690,719,437,19200
test_102.jpg,False,False,0.00015625,0,0.00024240180121527782,True,14865,23,21,4288,3,19200
test_1020.jpg,False,True,0.008489583333333333,1,0.0002295565711127388,True,6154,5,262,12616,163,19200
test_1021.jpg,False,True,0.0,0,0.0002295565711127388,False,16606,48,9,2537,0,19200
test_1022.jpg,False,False,0.0,0,0.0002412091996934679,False,19075,0,0,125,0,19200
test_1023.jpg,False,True,0.20135416666666667,1,0.00418767221238878,True,41,46,34,15213,3866,19200
test_1024.jpg,False,False,0.0003125,0,0.004289904064602322,True,19048,0,56,90,6,19200
test_1025.jpg,False,True,0.0,0,0.004292919879489475,False,19037,7,0,156,0,19200
test_1026.jpg,False,False,0.0,0,0.0043858471340603306,False,18986,2,63,149,0,19200
test_1027.jpg,False,False,0.0,0,0.0043868706173366976,False,14525,899,1,3775,0,19200
test_1028.jpg,False,True,0.00765625,1,0.004390650728013781,True,13961,53,87,4952,147,19200
test_1029.jpg,False,True,0.00026041666666666666,0,0.004388954671223959,True,19190,0,0,5,5,19200
test_103.jpg,False,True,0.0,0,0.004388954671223959,False,17919,183,60,1038,0,19200
test_1030.jpg,False,True,5.208333333333334e-05,0,6.276745266384547e-06,True,18841,3,237,118,1,19200
test_1031.jpg,False,True,0.011927083333333333,1,1.8932935926649303e-05,True,16531,0,970,1470,229,19200
test_1032.jpg,False,True,0.00015625,0,1.8838458591037325e-05,True,17394,248,7,1548,3,19200
test_1033.jpg,False,False,0.00020833333333333335,0,1.871265835232205e-05,True,16825,0,28,2343,4,19200
test_1034.jpg,False,False,0.0,0,1.871265835232205e-05,False,19196,0,1,3,0,19200
test_1035.jpg,False,False,0.00125,0,1.4995490180121527e-05,True,17594,23,277,1282,24,19200
test_1036.jpg,False,True,0.005989583333333334,1,1.6478135850694443e-05,True,16692,377,240,1776,115,19200
test_1037.jpg,False,True,0.01078125,2,2.2593477037217872e-05,True,13612,0,1630,3751,207,19200
test_1038.jpg,False,False,0.0,1,2.2642517089843747e-05,False,11300,0,101,7799,0,19200
test_1039.jpg,False,False,0.0,0,1.3935979207356768e-05,False,18736,10,2,452,0,19200
test_104.jpg,False,True,0.0,0,1.4022318522135414e-05,False,15033,192,5,3970,0,19200
test_1040.jpg,False,True,0.0,0,1.4134894476996526e-05,False,18270,312,44,574,0,19200
test_1041.jpg,False,True,0.0,0,1.4134894476996526e-05,False,17963,203,34,1000,0,19200
test_1042.jpg,False,True,0.000625,0,1.4334275987413196e-05,True,17522,122,31,1513,12,19200
test_1043.jpg,False,False,0.0,0,1.2545394897460936e-05,False,13055,0,0,6145,0,19200
test_1044.jpg,False,True,0.0,0,4.2724609375e-08,False,17888,200,66,1046,0,19200
test_1045.jpg,False,True,0.0,0,4.2724609375e-08,False,17933,193,85,989,0,19200
test_1046.jpg,False,True,0.008489583333333333,1,7.759899563259548e-06,True,18572,107,39,319,163,19200
test_1047.jpg,False,False,0.00010416666666666667,0,7.731416490342881e-06,True,17449,0,292,1457,2,19200
test_1048.jpg,False,False,0.00078125,0,7.573106553819444e-06,True,18045,10,141,989,15,19200
test_1049.jpg,False,True,0.0,0,7.573106553819444e-06,False,17096,211,13,1880,0,19200
test_105.jpg,False,True,5.208333333333334e-05,0,7.69852532280816e-06,True,19188,0,6,5,1,19200
test_1050.jpg,False,True,0.008854166666666666,1,1.3664711846245659e-05,True,18509,0,6,515,170,19200
test_1051.jpg,False,False,0.0004166666666666667,0,1.3445663452148438e-05,True,17879,4,49,1260,8,19200
test_1052.jpg,False,False,5.208333333333334e-05,0,1.341552734375e-05,True,12671,2287,3,4238,1,19200
test_1053.jpg,False,True,0.00015625,0,8.207194010416667e-06,True,19189,0,2,6,3,19200
test_1054.jpg,False,False,0.00421875,1,8.826658460828993e-06,True,11639,39,2546,4895,81,19200
test_1055.jpg,False,True,5.208333333333334e-05,0,9.073511759440104e-06,True,18511,95,0,593,1,19200
test_1056.jpg,False,True,0.00125,0,8.705266316731768e-06,True,15113,4,561,3498,24,19200
test_1057.jpg,False,False,0.0038020833333333335,0,8.52826436360677e-06,True,13566,4,2125,3432,73,19200
test_1058.jpg,False,False,0.00020833333333333335,0,2.6461707221137155e-06,True,17602,50,4,1540,4,19200
test_1059.jpg,False,False,0.0016145833333333333,0,2.547709147135417e-06,True,15720,0,628,2821,31,19200
test_106.jpg,False,False,0.0,0,2.5658077663845496e-06,False,8092,588,0,10520,0,19200
test_1060.jpg,False,True,0.008125,1,7.008022732204861e-06,True,17114,265,145,1520,156,19200
test_1061.jpg,False,False,5.208333333333334e-05,0,7.021586100260417e-06,True,12445,33,3,6718,1,19200
test_1062.jpg,False,False,0.00010416666666666667,0,6.997977362738716e-06,True,19124,0,6,68,2,19200
test_1063.jpg,False,False,0.0035416666666666665,0,7.203123304578994e-06,True,14282,3,1530,3317,68,19200
test_1064.jpg,False,False,0.0,0,7.24334716796875e-06,False,19089,0,43,68,0,19200
test_1065.jpg,False,False,0.00010416666666666667,0,7.2835286458333325e-06,True,19124,0,5,69,2,19200
test_1066.jpg,False,False,5.208333333333334e-05,0,7.5810750325520836e-06,True,11336,0,101,7762,1,19200
test_1067.jpg,False,True,0.17713541666666666,1,0.0033731251610649954,True,32,59,43,15665,3401,19200
test_1068.jpg,False,True,0.012864583333333334,2,0.003357199266221788,True,14850,3,118,3982,247,19200
test_1069.jpg,False,False,0.0,1,0.003357514402601454,False,19000,1,56,143,0,19200
test_107.jpg,False,True,0.00296875,0,0.0033411376953125,True,18827,34,72,210,57,19200
test_1070.jpg,False,True,0.026770833333333334,1,0.003277960713704427,True,17455,2,83,1146,514,19200
test_1071.jpg,False,False,0.0,0,0.003277960713704427,False,19132,0,0,68,0,19200
test_1072.jpg,False,False,0.0,0,0.003278674994574653,False,12059,7141,0,0,0,19200
test_1073.jpg,False,False,0.0,0,0.0032790323469373914,False,16524,58,182,2436,0,19200
test_1074.jpg,False,True,0.014375,1,8.64751180013021e-05,True,17454,20,374,1076,276,19200
test_1075.jpg,False,True,0.00046875,0,8.548651801215277e-05,True,17367,191,130,1503,9,19200
test_1076.jpg,False,True,0.0,0,8.548651801215277e-05,False,15149,96,32,3923,0,19200
test_1077.jpg,False,True,0.00020833333333333335,0,8.811709086100261e-05,True,18242,316,70,568,4,19200
test_1078.jpg,False,True,0.0007291666666666667,0,2.2038057115342883e-05,True,17621,2,35,1528,14,19200
test_1079.jpg,False,False,0.0005208333333333333,0,2.181087070041233e-05,True,17979,24,151,1036,10,19200
test_108.jpg,False,True,0.0,0,2.181087070041233e-05,False,17881,187,65,1067,0,19200
test_1080.jpg,False,True,0.00036458333333333335,0,2.1639675564236114e-05,True,19172,0,7,14,7,19200
test_1081.jpg,False,False,0.0005208333333333333,0,6.018744574652778e-08,True,19049,0,52,89,10,19200
test_1082.jpg,False,True,0.0009895833333333334,0,1.0511610243055553e-07,True,16779,98,83,2221,19,19200
test_1083.jpg,False,True,0.013697916666666667,1,1.9200600518120662e-05,True,17452,26,236,1223,263,19200
test_1084.jpg,False,False,0.0,0,1.9305377536349828e-05,False,19027,0,0,173,0,19200
test_1085.jpg,False,False,0.00010416666666666667,0,1.9562742445203996e-05,True,17430,73,1189,506,2,19200
test_1086.jpg,False,True,0.006458333333333333,1,2.1186277601453994e-05,True,16890,9,1047,1130,124,19200
test_1087.jpg,False,False,0.016458333333333332,2,3.9428668551974824e-05,True,16081,2,67,2734,316,19200
test_1088.jpg,True,True,0.044270833333333336,3,0.0002013258192274306,True,13605,40,892,3813,850,19200
test_1089.jpg,False,False,0.00046875,2,0.00020145361158582903,True,18027,57,3,1104,9,19200
test_109.jpg,True,True,0.00453125,3,0.00019457664489746097,True,17367,9,410,1327,87,19200
test_1090.jpg,False,False,0.0006770833333333334,2,0.00020351999070909293,True,17359,193,29,1606,13,19200
test_1091.jpg,False,False,0.0003125,1,0.00020281808641221794,True,14408,15,9,4762,6,19200
test_1092.jpg,False,True,0.0,0,0.00020305510626898875,False,17312,1888,0,0,0,19200
test_1093.jpg,False,True,0.0005729166666666667,0,0.00021079983181423616,True,18908,4,33,244,11,19200
test_1094.jpg,False,False,0.0009895833333333334,0,0.00020585255093044712,True,17069,7,541,1564,19,19200
test_1095.jpg,False,False,0.0,0,1.935789320203993e-06,False,17029,542,13,1616,0,19200
test_1096.jpg,False,True,0.0,0,2.0155164930555552e-06,False,17590,203,12,1395,0,19200
test_1097.jpg,False,True,0.020416666666666666,1,4.4094806247287325e-05,True,14681,689,668,2770,392,19200
test_1098.jpg,False,True,0.008489583333333333,2,4.648534986707899e-05,True,18889,0,112,36,163,19200
test_1099.jpg,False,True,0.00010416666666666667,1,4.66742197672526e-05,True,15099,15,2,4082,2,19200
test_11.jpg,False,False,0.0,0,4.66742197672526e-05,False,17228,18,0,1954,0,19200
test_110.jpg,False,True,0.045572916666666664,1,0.00023161074320475256,True,15955,0,1608,762,875,19200
test_1100.jpg,False,True,0.01671875,2,0.00022541533576117618,True,17091,91,299,1398,321,19200
test_1101.jpg,False,False,0.0011458333333333333,1,0.00022228965759277342,True,18147,125,19,887,22,19200
test_1102.jpg,False,True,0.0016145833333333333,0,0.00021791025797526038,True,16545,87,34,2503,31,19200
test_1103.jpg,False,True,0.0036979166666666666,0,0.00021229108174641924,True,17043,600,93,1393,71,19200
test_1104.jpg,False,False,0.0,0,0.00022267506917317704,False,18963,4,71,162,0,19200
test_1105.jpg,False,True,0.0017708333333333332,0,0.0002194361368815104,True,17018,721,49,1378,34,19200
test_1106.jpg,False,True,0.002447916666666667,0,0.00021469688415527341,True,17306,7,443,1397,47,19200
test_1107.jpg,False,True,0.00078125,0,2.5950749715169266e-05,True,17028,671,34,1452,15,19200
test_1108.jpg,False,True,0.0005208333333333333,0,1.2083265516493052e-06,True,19157,0,11,22,10,19200
test_1109.jpg,False,True,0.008177083333333333,0,5.997678968641492e-06,True,18948,0,59,36,157,19200
test_111.jpg,False,True,0.00046875,0,6.359481811523436e-06,True,19087,0,37,67,9,19200
test_1110.jpg,False,True,0.00026041666666666666,0,6.393051147460937e-06,True,18986,0,137,72,5,19200
test_1111.jpg,False,False,0.00171875,0,5.941263834635417e-06,True,16956,73,1782,356,33,19200
test_1112.jpg,False,True,0.005,0,6.882052951388888e-06,True,7908,174,3855,7167,96,19200
test_1113.jpg,False,True,0.007916666666666667,1,1.0188759697808162e-05,True,13738,53,121,5136,152,19200
test_1114.jpg,False,True,5.208333333333334e-05,0,1.0670598347981774e-05,True,16996,209,41,1953,1,19200
test_1115.jpg,False,False,0.0,0,1.1024941338433163e-05,False,18743,22,3,432,0,19200
test_1116.jpg,False,False,0.0,0,7.65109592013889e-06,False,15813,243,0,3144,0,19200
test_1117.jpg,False,False,0.0033333333333333335,0,7.5042300754123306e-06,True,16985,19,761,1371,64,19200
test_1118.jpg,False,False,0.0067708333333333336,1,8.84467230902778e-06,True,18436,0,84,550,130,19200
