image,predicted,ground_truth,fire_ratio,confidence,variance,bbox_valid,rejection_dark,rejection_grey,rejection_saturation,rejection_hue,fire_pixels,total_pixels
test_1.jpg,False,False,0.00796875,1,6.9454193115234374e-06,True,14216,0,2146,2685,153,19200
test_10.jpg,False,True,0.13635416666666667,2,0.0020065402136908634,True,15129,153,760,540,2618,19200
test_100.jpg,True,False,0.3025,3,0.01065073373582628,True,12952,40,213,187,5808,19200
test_1000.jpg,True,True,0.008645833333333333,3,0.010538185924953886,True,13497,68,58,5411,166,19200
test_1001.jpg,True,True,0.005,3,0.010469753307766385,True,14785,594,67,3658,96,19200
test_1002.jpg,False,False,0.0004166666666666667,2,0.010463776609632705,True,17399,48,55,1690,8,19200
test_1003.jpg,True,False,0.00734375,3,0.01036390567355686,True,13571,44,546,4898,141,19200
test_1004.jpg,False,False,0.0005729166666666667,2,0.010355558564927845,True,14650,257,64,4218,11,19200
test_1005.jpg,False,True,0.00390625,1,0.010408786307440864,True,14028,63,36,4998,75,19200
test_1006.jpg,False,True,0.0022395833333333334,0,0.009752074517144098,True,16352,171,52,2582,43,19200
test_1007.jpg,False,False,0.00046875,0,9.059609307183161e-06,True,17406,47,52,1686,9,19200
test_1008.jpg,False,True,0.00036458333333333335,0,6.060621473524308e-06,True,15067,168,25,3933,7,19200
test_1009.jpg,False,True,0.03375,1,0.00011415388319227434,True,11588,58,107,6799,648,19200
test_101.jpg,False,True,0.031822916666666666,2,0.00017715551588270393,True,16132,328,235,1894,611,19200
test_1010.jpg,False,False,0.0009895833333333334,1,0.00018588422139485675,True,17530,212,190,1249,19,19200
test_1011.jpg,False,False,0.00036458333333333335,0,0.00018634164598253035,True,18431,2,39,721,7,19200
test_1012.jpg,False,True,0.017291666666666667,1,0.00018809543185763884,True,15158,6,2318,1386,332,19200
test_1013.jpg,False,True,0.00140625,0,0.00018997802734374997,True,13835,1,5,5332,27,19200
test_1014.jpg,False,True,0.0,0,0.0001912136077880859,False,16555,2645,0,0,0,19200
