image,predicted,ground_truth,fire_ratio,confidence,variance,bbox_valid,rejection_dark,rejection_grey,rejection_saturation,rejection_hue,fire_pixels,total_pixels
test_1.jpg,False,False,0.0030729166666666665,0,1.032808091905382e-06,True,14802,0,1899,2440,59,19200
test_10.jpg,False,True,0.094375,1,0.0009661339230007596,True,15489,153,702,1044,1812,19200
test_100.jpg,False,False,0.008854166666666666,2,0.0009477453867594401,True,13641,40,224,5125,170,19200
test_1000.jpg,True,True,0.004114583333333333,3,0.0009359286838107639,True,15045,68,45,3963,79,19200
test_1001.jpg,False,True,0.0009895833333333334,2,0.0009326212141248914,True,15053,588,56,3484,19,19200
test_1002.jpg,False,False,0.0003125,1,0.000931543943617079,True,17687,48,44,1415,6,19200
test_1003.jpg,False,False,0.0006770833333333334,0,0.000929230244954427,True,14703,37,409,4038,13,19200
test_1004.jpg,False,False,5.208333333333334e-05,0,0.0009290476057264541,True,15945,231,23,3000,1,19200
test_1005.jpg,False,True,0.0014583333333333334,0,0.0009337660047743057,True,15698,63,29,3382,28,19200
test_1006.jpg,False,True,0.0008333333333333334,0,7.788764105902778e-06,True,16893,171,41,2079,16,19200
test_1007.jpg,False,False,0.00020833333333333335,0,1.4985826280381944e-06,True,17700,47,45,1404,4,19200
test_1008.jpg,False,True,0.00015625,0,2.1006266276041661e-07,True,16097,167,14,2919,3,19200
test_1009.jpg,False,True,0.018229166666666668,1,3.445633782280816e-05,True,12792,58,109,5891,350,19200
test_101.jpg,False,True,0.006927083333333334,2,3.522610134548612e-05,True,16655,323,217,1872,133,19200
test_1010.jpg,False,False,0.0008854166666666666,1,3.50802951388889e-05,True,17692,212,135,1144,17,19200
test_1011.jpg,False,False,0.00010416666666666667,0,3.5034476386176225e-05,True,18663,0,32,503,2,19200
test_1012.jpg,False,True,0.00515625,1,3.454996744791667e-05,True,15781,5,1930,1385,99,19200
test_1013.jpg,False,True,0.0008333333333333334,0,3.454996744791667e-05,True,14969,1,5,4209,16,19200
test_1014.jpg,False,True,0.0,0,3.475545247395834e-05,False,17558,1642,0,0,0,19200
test_1015.jpg,False,True,0.0234375,1,7.145449320475262e-05,True,16021,520,319,1890,450,19200
test_1016.jpg,False,False,5.208333333333334e-05,0,5.6321716308593744e-05,True,16037,152,35,2975,1,19200
test_1017.jpg,False,False,0.07463541666666666,1,0.0005958724975585936,True,15518,1,98,2150,1433,19200
test_1018.jpg,False,False,0.00078125,0,0.0005961927625868055,True,17726,35,255,1169,15,19200
test_1019.jpg,False,False,0.03296875,1,0.0006073455386691622,True,16989,10,744,824,633,19200
test_102.jpg,False,False,0.0009895833333333334,0,0.0006218244340684678,True,14313,23,107,4738,19,19200
test_1020.jpg,False,True,0.01609375,1,0.0005867160373263889,True,5061,8,247,13575,309,19200
test_1021.jpg,False,True,0.00015625,0,0.0005859913720024955,True,16106,52,17,3022,3,19200
test_1022.jpg,False,False,0.0,0,0.000617958535088433,False,18896,1,1,302,0,19200
test_1023.jpg,False,True,0.38114583333333335,1,0.01501100853814019,True,37,46,33,11766,7318,19200
test_1024.jpg,False,False,0.00036458333333333335,0,0.01540472615559896,True,19021,0,64,108,7,19200
test_1025.jpg,False,True,0.0,0,0.015415199406941731,False,19011,7,0,182,0,19200
test_1026.jpg,False,False,0.00020833333333333335,0,0.01570454576280382,True,18947,3,75,171,4,19200
test_1027.jpg,False,False,0.0,0,0.01571674563090007,False,13162,913,3,5122,0,19200
test_1028.jpg,False,True,0.01703125,1,0.01570895449320476,True,12890,53,110,5820,327,19200
test_1029.jpg,False,True,0.00046875,0,0.015705081812540694,True,19180,0,1,10,9,19200
test_103.jpg,False,True,0.0,0,0.015705081812540694,False,16781,183,118,2118,0,19200
test_1030.jpg,False,True,0.0003125,0,3.1038029988606775e-05,True,18820,3,231,140,6,19200
test_1031.jpg,False,True,0.02,1,6.371578640407986e-05,True,15694,0,1599,1523,384,19200
test_1032.jpg,False,True,0.00015625,0,6.353280809190538e-05,True,16923,248,44,1982,3,19200
test_1033.jpg,False,False,0.0003125,0,6.341514587402343e-05,True,16277,0,72,2845,6,19200
test_1034.jpg,False,False,0.0,0,6.341514587402343e-05,False,19187,0,2,11,0,19200
test_1035.jpg,False,False,0.0016145833333333333,0,4.221221076117621e-05,True,17066,26,445,1632,31,19200
test_1036.jpg,False,True,0.00859375,1,4.4579357571072044e-05,True,16334,383,265,2053,165,19200
test_1037.jpg,False,True,0.015104166666666667,2,5.490447150336371e-05,True,12239,0,1754,4917,290,19200
test_1038.jpg,False,False,0.0008854166666666666,1,5.415988498263889e-05,True,10704,0,148,8331,17,19200
test_1039.jpg,False,False,0.0,0,2.7076551649305557e-05,False,18109,10,5,1076,0,19200
test_104.jpg,False,True,5.208333333333334e-05,0,2.7160474989149305e-05,True,13485,193,5,5516,1,19200
test_1040.jpg,False,True,0.0,0,2.7406141493055555e-05,False,18185,312,56,647,0,19200
test_1041.jpg,False,True,5.208333333333334e-05,0,2.7363713582356773e-05,True,17040,203,58,1898,1,19200
test_1042.jpg,False,True,0.00109375,0,2.7611245049370658e-05,True,16249,129,40,2761,21,19200
test_1043.jpg,False,False,0.0,0,2.414940728081597e-05,False,12512,0,0,6688,0,19200
test_1044.jpg,False,True,0.0,0,1.8039279513888886e-07,False,16727,200,128,2145,0,19200
test_1045.jpg,False,True,0.0,0,1.277923583984375e-07,False,16649,193,196,2162,0,19200
test_1046.jpg,False,True,0.0178125,1,3.4164047241210937e-05,True,18480,107,40,231,342,19200
test_1047.jpg,False,False,0.0025520833333333333,0,3.339500427246093e-05,True,17078,0,353,1720,49,19200
test_1048.jpg,False,False,0.005104166666666667,1,3.281347486707899e-05,True,17702,12,240,1148,98,19200
test_1049.jpg,False,True,0.00010416666666666667,0,3.277113172743055e-05,True,16047,211,23,2917,2,19200
test_105.jpg,False,True,0.00010416666666666667,0,3.3432303534613705e-05,True,19186,0,5,7,2,19200
test_1050.jpg,False,True,0.011197916666666667,1,3.816189236111111e-05,True,17503,0,8,1474,215,19200
test_1051.jpg,False,False,0.00046875,0,3.764576382107205e-05,True,17568,7,117,1499,9,19200
test_1052.jpg,False,False,0.00026041666666666666,0,3.7349277072482644e-05,True,12514,2287,3,4391,5,19200
test_1053.jpg,False,True,0.00015625,0,1.3569090101453996e-05,True,19188,0,2,7,3,19200
test_1054.jpg,False,False,0.014583333333333334,1,2.9577467176649306e-05,True,10167,39,3451,5263,280,19200
test_1055.jpg,False,True,5.208333333333334e-05,0,3.097123040093317e-05,True,16086,527,1,2585,1,19200
test_1056.jpg,False,True,0.0030729166666666665,0,2.951439751519098e-05,True,11619,4,774,6744,59,19200
test_1057.jpg,False,False,0.012447916666666666,1,3.496903313530816e-05,True,11970,8,2783,4200,239,19200
test_1058.jpg,False,False,0.0006770833333333334,0,3.1510035196940104e-05,True,17142,66,8,1971,13,19200
test_1059.jpg,False,False,0.002395833333333333,0,3.0231899685329863e-05,True,15219,0,911,3024,46,19200
test_106.jpg,False,False,0.0,0,3.049617343478733e-05,False,8010,588,0,10602,0,19200
test_1060.jpg,False,True,0.011510416666666667,1,3.319426642523872e-05,True,16935,266,137,1641,221,19200
test_1061.jpg,False,False,0.00010416666666666667,0,2.3579194810655386e-05,True,11972,37,4,7185,2,19200
test_1062.jpg,False,False,0.00046875,0,2.320959303114149e-05,True,19115,0,5,71,9,19200
test_1063.jpg,False,False,0.009895833333333333,1,2.7001953125e-05,True,12891,3,2456,3660,190,19200
test_1064.jpg,False,False,0.0,0,1.979942321777344e-05,False,19058,0,40,102,0,19200
test_1065.jpg,False,False,0.0004166666666666667,0,1.9966634114583337e-05,True,19117,0,2,73,8,19200
test_1066.jpg,False,False,0.0006770833333333334,0,2.059186299641927e-05,True,10687,1,167,8332,13,19200
test_1067.jpg,False,True,0.34609375,1,0.012872082519531248,True,28,59,42,12426,6645,19200
test_1068.jpg,False,True,0.0184375,2,0.01281735021803114,True,14720,3,116,4007,354,19200
test_1069.jpg,False,False,0.0005208333333333333,1,0.012812483003404405,True,18961,3,71,155,10,19200
test_107.jpg,False,True,0.0049479166666666664,2,0.012762500635782877,True,18775,34,52,244,95,19200
test_1070.jpg,True,True,0.03765625,3,0.01258495415581597,True,17246,2,92,1137,723,19200
test_1071.jpg,False,False,0.0,2,0.01258495415581597,False,18931,0,2,267,0,19200
test_1072.jpg,False,False,0.0,1,0.01259025200737847,False,11975,7225,0,0,0,19200
test_1073.jpg,False,False,5.208333333333334e-05,0,0.012598164198133678,True,15699,71,295,3134,1,19200
test_1074.jpg,False,True,0.018489583333333334,1,0.00016530880398220484,True,16671,58,412,1704,355,19200
test_1075.jpg,False,True,0.0010416666666666667,0,0.00016176961263020834,True,16273,192,195,2520,20,19200
